54 154 (2) [0,16]
54 88 (2) [0,16]
54 71 (2) [0,16]
54 142 (2) [0,16]
54 126 (3) [0,16]
54 42 (2) [0,16]
54 125 (2) [0,16]
54 159 (3) [0,16]
66 31 (2) [0,16]
66 130 (3) [0,16]
66 100 (2) [0,16]
66 35 (2) [0,16]
66 126 (2) [0,16]
66 125 (2) [0,16]
66 159 (6) [0,16]
79 82 (3) [0,16]
79 130 (2) [0,16]
79 35 (2) [0,16]
79 42 (2) [0,16]
79 159 (2) [0,16]
98 156 (3) [0,16]
98 37 (2) [0,16]
98 35 (2) [0,16]
98 142 (2) [0,16]
98 126 (2) [0,16]
98 42 (2) [0,16]
98 125 (2) [0,16]
98 159 (2) [0,16]
128 28 (2) [0,17]
128 12 (3) [0,17]
128 63 (2) [0,17]
128 4 (4) [0,17]
128 124 (2) [0,17]
128 142 (2) [0,17]
128 125 (2) [0,17]
128 159 (5) [0,17]
86 118 (2) [0,18]
86 133 (2) [0,18]
86 154 (2) [0,18]
86 71 (2) [0,18]
86 147 (3) [0,18]
86 39 (4) [0,18]
86 35 (2) [0,18]
86 126 (2) [0,18]
86 42 (2) [0,18]
86 125 (4) [0,18]
86 159 (2) [0,18]
92 61 (2) [0,18]
92 100 (2) [0,18]
92 35 (2) [0,18]
92 36 (2) [0,18]
92 42 (3) [0,18]
92 125 (2) [0,18]
18 33 (2) [0,19]
18 55 (3) [0,19]
18 147 (3) [0,19]
18 39 (2) [0,19]
18 126 (4) [0,19]
18 159 (5) [0,19]
103 140 (2) [0,20]
103 147 (2) [0,20]
103 130 (2) [0,20]
103 35 (2) [0,20]
103 142 (2) [0,20]
103 42 (2) [0,20]
103 125 (4) [0,20]
117 51 (2) [0,20]
117 26 (2) [0,20]
117 82 (2) [0,20]
117 146 (2) [0,20]
117 115 (2) [0,20]
117 88 (2) [0,20]
117 156 (2) [0,20]
117 31 (2) [0,20]
117 4 (2) [0,20]
117 124 (3) [0,20]
117 36 (3) [0,20]
117 142 (4) [0,20]
117 126 (4) [0,20]
117 125 (3) [0,20]
117 159 (4) [0,20]
134 138 (2) [0,20]
134 82 (2) [0,20]
134 21 (3) [0,20]
134 142 (2) [0,20]
134 42 (2) [0,20]
134 125 (3) [0,20]
134 159 (2) [0,20]
19 151 (2) [0,21]
19 116 (2) [0,21]
19 63 (2) [0,21]
19 30 (2) [0,21]
19 140 (2) [0,21]
19 147 (2) [0,21]
19 36 (2) [0,21]
19 142 (2) [0,21]
19 126 (2) [0,21]
19 125 (3) [0,21]
19 159 (3) [0,21]
23 6 (2) [0,21]
23 4 (2) [0,21]
23 124 (2) [0,21]
23 36 (2) [0,21]
23 42 (2) [0,21]
23 125 (4) [0,21]
23 159 (3) [0,21]
120 138 (2) [0,23]
120 82 (2) [0,23]
120 10 (2) [0,23]
120 63 (2) [0,23]
120 30 (2) [0,23]
120 37 (2) [0,23]
120 44 (2) [0,23]
120 39 (2) [0,23]
120 124 (2) [0,23]
120 142 (2) [0,23]
120 126 (2) [0,23]
57 30 (2) [0,24]
57 4 (2) [0,24]
57 130 (2) [0,24]
57 124 (2) [0,24]
57 35 (3) [0,24]
57 142 (2) [0,24]
57 42 (3) [0,24]
57 125 (3) [0,24]
119 63 (2) [0,25]
119 37 (2) [0,25]
119 140 (2) [0,25]
119 100 (2) [0,25]
119 39 (3) [0,25]
119 35 (2) [0,25]
119 36 (2) [0,25]
119 126 (4) [0,25]
119 42 (3) [0,25]
119 125 (3) [0,25]
119 159 (3) [0,25]
38 95 (2) [0,26]
38 154 (2) [0,26]
38 63 (2) [0,26]
38 144 (2) [0,26]
38 4 (2) [0,26]
38 130 (2) [0,26]
38 100 (3) [0,26]
38 39 (3) [0,26]
38 124 (2) [0,26]
38 142 (2) [0,26]
38 42 (4) [0,26]
38 125 (2) [0,26]
38 159 (6) [0,26]
102 24 (2) [0,26]
102 132 (2) [0,26]
102 160 (2) [0,26]
102 11 (2) [0,26]
102 149 (2) [0,26]
102 156 (2) [0,26]
102 144 (2) [0,26]
102 61 (3) [0,26]
102 6 (3) [0,26]
102 44 (2) [0,26]
102 39 (4) [0,26]
102 124 (2) [0,26]
102 35 (2) [0,26]
102 126 (6) [0,26]
102 42 (2) [0,26]
102 125 (3) [0,26]
102 159 (7) [0,26]
90 51 (2) [0,27]
90 110 (2) [0,27]
90 121 (2) [0,27]
90 30 (3) [0,27]
90 61 (2) [0,27]
90 6 (2) [0,27]
90 140 (2) [0,27]
90 78 (2) [0,27]
90 147 (2) [0,27]
90 124 (2) [0,27]
90 35 (2) [0,27]
90 36 (2) [0,27]
90 125 (3) [0,27]
90 159 (3) [0,27]
91 41 (2) [0,27]
91 37 (2) [0,27]
91 130 (2) [0,27]
91 42 (2) [0,27]
91 125 (3) [0,27]
91 159 (5) [0,27]
52 62 (2) [0,28]
52 112 (2) [0,28]
52 121 (2) [0,28]
52 150 (2) [0,28]
52 78 (2) [0,28]
52 147 (2) [0,28]
52 100 (2) [0,28]
52 39 (2) [0,28]
52 142 (3) [0,28]
52 126 (3) [0,28]
52 42 (2) [0,28]
52 125 (3) [0,28]
52 159 (3) [0,28]
73 11 (3) [0,28]
73 95 (2) [0,28]
73 149 (2) [0,28]
73 10 (2) [0,28]
73 21 (2) [0,28]
73 30 (2) [0,28]
73 4 (3) [0,28]
73 39 (5) [0,28]
73 124 (2) [0,28]
73 36 (2) [0,28]
73 42 (4) [0,28]
73 125 (2) [0,28]
73 159 (4) [0,28]
84 121 (2) [0,28]
84 33 (2) [0,28]
84 116 (2) [0,28]
84 5 (2) [0,28]
84 58 (3) [0,28]
84 115 (2) [0,28]
84 88 (2) [0,28]
84 71 (2) [0,28]
84 4 (3) [0,28]
84 39 (2) [0,28]
84 35 (3) [0,28]
84 36 (3) [0,28]
84 126 (2) [0,28]
84 42 (2) [0,28]
84 125 (4) [0,28]
84 159 (2) [0,28]
64 132 (2) [0,30]
64 121 (2) [0,30]
64 30 (2) [0,30]
64 129 (2) [0,30]
64 37 (2) [0,30]
64 6 (4) [0,30]
64 147 (2) [0,30]
64 130 (3) [0,30]
64 100 (2) [0,30]
64 39 (2) [0,30]
64 124 (4) [0,30]
64 126 (3) [0,30]
64 42 (3) [0,30]
64 125 (2) [0,30]
64 159 (4) [0,30]
29 3 (2) [0,31]
29 30 (2) [0,31]
29 144 (2) [0,31]
29 61 (3) [0,31]
29 140 (2) [0,31]
29 39 (4) [0,31]
29 124 (2) [0,31]
29 35 (2) [0,31]
29 42 (2) [0,31]
29 125 (4) [0,31]
29 159 (3) [0,31]
74 110 (3) [0,31]
74 115 (3) [0,31]
74 21 (2) [0,31]
74 3 (2) [0,31]
74 144 (2) [0,31]
74 129 (2) [0,31]
74 4 (2) [0,31]
74 130 (2) [0,31]
74 39 (3) [0,31]
74 36 (4) [0,31]
74 42 (5) [0,31]
74 159 (6) [0,31]
113 37 (3) [0,31]
113 6 (2) [0,31]
113 4 (3) [0,31]
113 44 (2) [0,31]
113 130 (2) [0,31]
113 39 (3) [0,31]
113 35 (2) [0,31]
113 36 (4) [0,31]
113 126 (3) [0,31]
113 42 (3) [0,31]
113 125 (3) [0,31]
113 159 (14) [0,31]
59 33 (2) [0,32]
59 151 (2) [0,32]
59 154 (2) [0,32]
59 0 (2) [0,32]
59 55 (2) [0,32]
59 146 (2) [0,32]
59 150 (2) [0,32]
59 156 (2) [0,32]
59 71 (3) [0,32]
59 144 (3) [0,32]
59 4 (2) [0,32]
59 147 (2) [0,32]
59 130 (2) [0,32]
59 100 (2) [0,32]
59 124 (2) [0,32]
59 35 (2) [0,32]
59 142 (2) [0,32]
59 126 (6) [0,32]
59 42 (4) [0,32]
59 125 (3) [0,32]
59 159 (4) [0,32]
155 114 (2) [0,32]
155 12 (2) [0,32]
155 150 (2) [0,32]
155 88 (2) [0,32]
155 30 (2) [0,32]
155 71 (2) [0,32]
155 129 (3) [0,32]
155 37 (4) [0,32]
155 6 (3) [0,32]
155 78 (2) [0,32]
155 4 (3) [0,32]
155 147 (3) [0,32]
155 130 (2) [0,32]
155 100 (2) [0,32]
155 36 (3) [0,32]
155 142 (2) [0,32]
155 42 (3) [0,32]
155 125 (2) [0,32]
28 56 (2) [0,33]
28 138 (2) [0,33]
28 118 (2) [0,33]
28 87 (2) [0,33]
28 58 (2) [0,33]
28 63 (2) [0,33]
28 156 (2) [0,33]
28 71 (4) [0,33]
28 31 (2) [0,33]
28 147 (2) [0,33]
28 100 (2) [0,33]
28 39 (4) [0,33]
28 35 (3) [0,33]
28 142 (5) [0,33]
28 126 (8) [0,33]
28 125 (2) [0,33]
28 159 (4) [0,33]
122 88 (2) [0,35]
122 156 (2) [0,35]
122 37 (2) [0,35]
122 31 (2) [0,35]
122 147 (2) [0,35]
122 130 (2) [0,35]
122 124 (2) [0,35]
122 35 (2) [0,35]
122 126 (5) [0,35]
122 42 (5) [0,35]
122 125 (4) [0,35]
122 159 (3) [0,35]
60 164 (2) [0,36]
60 55 (2) [0,36]
60 115 (2) [0,36]
60 21 (2) [0,36]
60 156 (3) [0,36]
60 71 (2) [0,36]
60 31 (2) [0,36]
60 100 (2) [0,36]
60 39 (4) [0,36]
60 36 (2) [0,36]
60 142 (2) [0,36]
60 126 (4) [0,36]
60 42 (5) [0,36]
60 125 (4) [0,36]
60 159 (5) [0,36]
153 75 (2) [0,37]
153 135 (2) [0,37]
153 0 (2) [0,37]
153 21 (2) [0,37]
153 3 (3) [0,37]
153 6 (3) [0,37]
153 78 (2) [0,37]
153 4 (2) [0,37]
153 147 (2) [0,37]
153 130 (2) [0,37]
153 100 (3) [0,37]
153 39 (2) [0,37]
153 35 (2) [0,37]
153 36 (4) [0,37]
153 142 (4) [0,37]
153 126 (7) [0,37]
153 42 (5) [0,37]
153 125 (6) [0,37]
153 159 (12) [0,37]
164 33 (2) [0,39]
164 149 (3) [0,39]
164 21 (3) [0,39]
164 129 (2) [0,39]
164 147 (3) [0,39]
164 130 (2) [0,39]
164 100 (4) [0,39]
164 39 (2) [0,39]
164 124 (2) [0,39]
164 35 (3) [0,39]
164 142 (3) [0,39]
164 126 (2) [0,39]
164 42 (6) [0,39]
164 159 (7) [0,39]
17 151 (2) [0,40]
17 160 (2) [0,40]
17 154 (4) [0,40]
17 30 (2) [0,40]
17 61 (2) [0,40]
17 37 (3) [0,40]
17 6 (2) [0,40]
17 140 (3) [0,40]
17 78 (2) [0,40]
17 4 (3) [0,40]
17 44 (2) [0,40]
17 130 (2) [0,40]
17 124 (3) [0,40]
17 35 (3) [0,40]
17 36 (2) [0,40]
17 142 (2) [0,40]
17 126 (3) [0,40]
17 42 (3) [0,40]
17 125 (3) [0,40]
17 159 (3) [0,40]
85 8 (2) [0,41]
85 24 (2) [0,41]
85 132 (2) [0,41]
85 5 (2) [0,41]
85 146 (2) [0,41]
85 58 (2) [0,41]
85 68 (2) [0,41]
85 21 (2) [0,41]
85 30 (2) [0,41]
85 61 (2) [0,41]
85 31 (2) [0,41]
85 140 (2) [0,41]
85 130 (3) [0,41]
85 39 (3) [0,41]
85 124 (3) [0,41]
85 36 (2) [0,41]
85 126 (4) [0,41]
85 42 (4) [0,41]
85 125 (2) [0,41]
85 159 (5) [0,41]
62 99 (2) [0,43]
62 148 (2) [0,43]
62 0 (3) [0,43]
62 88 (3) [0,43]
62 63 (4) [0,43]
62 3 (3) [0,43]
62 156 (2) [0,43]
62 30 (2) [0,43]
62 61 (3) [0,43]
62 140 (2) [0,43]
62 39 (6) [0,43]
62 124 (2) [0,43]
62 35 (2) [0,43]
62 142 (2) [0,43]
62 126 (3) [0,43]
62 42 (3) [0,43]
62 125 (3) [0,43]
62 159 (12) [0,43]
137 143 (2) [0,43]
137 51 (2) [0,43]
137 145 (2) [0,43]
137 110 (2) [0,43]
137 132 (2) [0,43]
137 10 (2) [0,43]
137 68 (3) [0,43]
137 156 (3) [0,43]
137 71 (5) [0,43]
137 61 (3) [0,43]
137 6 (2) [0,43]
137 140 (2) [0,43]
137 78 (2) [0,43]
137 4 (3) [0,43]
137 44 (2) [0,43]
137 147 (3) [0,43]
137 39 (2) [0,43]
137 124 (2) [0,43]
137 36 (3) [0,43]
137 126 (4) [0,43]
137 42 (8) [0,43]
137 125 (7) [0,43]
137 159 (6) [0,43]
2 114 (3) [0,45]
2 22 (2) [0,45]
2 87 (2) [0,45]
2 82 (3) [0,45]
2 146 (4) [0,45]
2 150 (2) [0,45]
2 63 (2) [0,45]
2 21 (2) [0,45]
2 6 (3) [0,45]
2 78 (3) [0,45]
2 44 (4) [0,45]
2 130 (2) [0,45]
2 39 (2) [0,45]
2 35 (3) [0,45]
2 36 (4) [0,45]
2 126 (2) [0,45]
2 42 (6) [0,45]
2 125 (3) [0,45]
2 159 (5) [0,45]
96 135 (2) [0,45]
96 12 (2) [0,45]
96 118 (2) [0,45]
96 11 (2) [0,45]
96 95 (3) [0,45]
96 149 (2) [0,45]
96 10 (4) [0,45]
96 68 (2) [0,45]
96 3 (2) [0,45]
96 144 (4) [0,45]
96 129 (2) [0,45]
96 61 (2) [0,45]
96 37 (5) [0,45]
96 4 (2) [0,45]
96 147 (4) [0,45]
96 124 (4) [0,45]
96 35 (4) [0,45]
96 36 (3) [0,45]
96 126 (6) [0,45]
96 42 (7) [0,45]
96 125 (6) [0,45]
96 159 (6) [0,45]
75 161 (2) [0,47]
75 132 (2) [0,47]
75 95 (3) [0,47]
75 87 (2) [0,47]
75 55 (2) [0,47]
75 68 (2) [0,47]
75 88 (4) [0,47]
75 63 (2) [0,47]
75 30 (2) [0,47]
75 144 (2) [0,47]
75 61 (4) [0,47]
75 37 (2) [0,47]
75 6 (3) [0,47]
75 31 (4) [0,47]
75 78 (2) [0,47]
75 44 (4) [0,47]
75 147 (3) [0,47]
75 39 (2) [0,47]
75 124 (2) [0,47]
75 35 (4) [0,47]
75 36 (2) [0,47]
75 126 (6) [0,47]
75 42 (7) [0,47]
75 125 (6) [0,47]
75 159 (7) [0,47]
157 45 (2) [0,47]
157 48 (5) [0,47]
157 118 (2) [0,47]
157 151 (2) [0,47]
157 11 (2) [0,47]
157 0 (2) [0,47]
157 68 (2) [0,47]
157 21 (2) [0,47]
157 6 (2) [0,47]
157 31 (3) [0,47]
157 78 (4) [0,47]
157 44 (4) [0,47]
157 100 (2) [0,47]
157 124 (3) [0,47]
157 35 (3) [0,47]
157 36 (5) [0,47]
157 142 (6) [0,47]
157 126 (3) [0,47]
157 42 (4) [0,47]
157 125 (5) [0,47]
157 159 (7) [0,47]
65 13 (2) [0,54]
65 138 (2) [0,54]
65 26 (2) [0,54]
65 87 (4) [0,54]
65 0 (2) [0,54]
65 82 (2) [0,54]
65 115 (2) [0,54]
65 68 (2) [0,54]
65 156 (2) [0,54]
65 71 (2) [0,54]
65 144 (2) [0,54]
65 129 (3) [0,54]
65 61 (4) [0,54]
65 6 (2) [0,54]
65 31 (2) [0,54]
65 78 (2) [0,54]
65 4 (4) [0,54]
65 44 (2) [0,54]
65 100 (3) [0,54]
65 39 (5) [0,54]
65 124 (3) [0,54]
65 35 (3) [0,54]
65 142 (4) [0,54]
65 126 (4) [0,54]
65 125 (10) [0,54]
65 159 (6) [0,54]
80 25 (2) [0,54]
80 109 (2) [0,54]
80 33 (2) [0,54]
80 149 (2) [0,54]
80 0 (2) [0,54]
80 3 (2) [0,54]
80 144 (2) [0,54]
80 61 (2) [0,54]
80 37 (2) [0,54]
80 6 (2) [0,54]
80 140 (3) [0,54]
80 78 (3) [0,54]
80 4 (2) [0,54]
80 147 (4) [0,54]
80 130 (2) [0,54]
80 100 (3) [0,54]
80 39 (2) [0,54]
80 124 (3) [0,54]
80 35 (3) [0,54]
80 36 (6) [0,54]
80 142 (3) [0,54]
80 126 (3) [0,54]
80 42 (6) [0,54]
80 125 (4) [0,54]
80 159 (7) [0,54]
94 94 (2) [0,56]
94 145 (4) [0,56]
94 127 (2) [0,56]
94 135 (2) [0,56]
94 151 (3) [0,56]
94 160 (4) [0,56]
94 95 (2) [0,56]
94 149 (3) [0,56]
94 0 (3) [0,56]
94 55 (2) [0,56]
94 10 (3) [0,56]
94 21 (3) [0,56]
94 3 (3) [0,56]
94 30 (4) [0,56]
94 61 (2) [0,56]
94 6 (3) [0,56]
94 31 (2) [0,56]
94 78 (2) [0,56]
94 44 (3) [0,56]
94 147 (2) [0,56]
94 130 (3) [0,56]
94 100 (2) [0,56]
94 39 (3) [0,56]
94 124 (2) [0,56]
94 35 (2) [0,56]
94 36 (6) [0,56]
94 142 (6) [0,56]
94 126 (6) [0,56]
94 42 (7) [0,56]
94 125 (4) [0,56]
94 159 (8) [0,56]
1 77 (2) [0,57]
1 22 (2) [0,57]
1 160 (2) [0,57]
1 55 (2) [0,57]
1 63 (2) [0,57]
1 156 (2) [0,57]
1 30 (3) [0,57]
1 71 (2) [0,57]
1 144 (2) [0,57]
1 129 (2) [0,57]
1 61 (2) [0,57]
1 37 (4) [0,57]
1 31 (3) [0,57]
1 140 (4) [0,57]
1 78 (3) [0,57]
1 44 (2) [0,57]
1 147 (3) [0,57]
1 130 (3) [0,57]
1 100 (2) [0,57]
1 39 (2) [0,57]
1 124 (4) [0,57]
1 35 (3) [0,57]
1 36 (3) [0,57]
1 142 (5) [0,57]
1 42 (11) [0,57]
1 125 (9) [0,57]
1 159 (11) [0,57]
45 166 (2) [0,58]
45 24 (2) [0,58]
45 110 (3) [0,58]
45 33 (2) [0,58]
45 95 (3) [0,58]
45 82 (4) [0,58]
45 3 (3) [0,58]
45 71 (2) [0,58]
45 144 (3) [0,58]
45 61 (2) [0,58]
45 37 (3) [0,58]
45 78 (4) [0,58]
45 44 (3) [0,58]
45 147 (8) [0,58]
45 100 (2) [0,58]
45 39 (6) [0,58]
45 124 (4) [0,58]
45 35 (14) [0,58]
45 36 (6) [0,58]
45 142 (8) [0,58]
45 126 (5) [0,58]
45 42 (3) [0,58]
45 125 (6) [0,58]
45 159 (11) [0,58]
106 141 (2) [0,58]
106 136 (2) [0,58]
106 135 (2) [0,58]
106 132 (2) [0,58]
106 11 (2) [0,58]
106 149 (2) [0,58]
106 0 (3) [0,58]
106 146 (2) [0,58]
106 115 (2) [0,58]
106 68 (2) [0,58]
106 156 (3) [0,58]
106 129 (2) [0,58]
106 61 (2) [0,58]
106 37 (2) [0,58]
106 140 (2) [0,58]
106 4 (3) [0,58]
106 147 (2) [0,58]
106 130 (2) [0,58]
106 100 (3) [0,58]
106 124 (2) [0,58]
106 35 (3) [0,58]
106 36 (3) [0,58]
106 142 (5) [0,58]
106 126 (5) [0,58]
106 42 (3) [0,58]
106 125 (5) [0,58]
106 159 (10) [0,58]
47 104 (2) [0,59]
47 48 (2) [0,59]
47 145 (2) [0,59]
47 127 (2) [0,59]
47 135 (2) [0,59]
47 10 (2) [0,59]
47 146 (2) [0,59]
47 150 (2) [0,59]
47 68 (2) [0,59]
47 21 (2) [0,59]
47 144 (2) [0,59]
47 61 (3) [0,59]
47 37 (2) [0,59]
47 6 (4) [0,59]
47 31 (4) [0,59]
47 78 (4) [0,59]
47 4 (2) [0,59]
47 44 (4) [0,59]
47 147 (3) [0,59]
47 130 (3) [0,59]
47 100 (2) [0,59]
47 39 (8) [0,59]
47 124 (6) [0,59]
47 35 (4) [0,59]
47 36 (5) [0,59]
47 142 (7) [0,59]
47 126 (3) [0,59]
47 42 (4) [0,59]
47 125 (4) [0,59]
47 159 (9) [0,59]
70 127 (3) [0,62]
70 109 (2) [0,62]
70 12 (2) [0,62]
70 121 (2) [0,62]
70 133 (3) [0,62]
70 116 (3) [0,62]
70 0 (2) [0,62]
70 5 (3) [0,62]
70 10 (2) [0,62]
70 150 (2) [0,62]
70 68 (2) [0,62]
70 88 (2) [0,62]
70 21 (2) [0,62]
70 3 (2) [0,62]
70 156 (2) [0,62]
70 30 (3) [0,62]
70 61 (2) [0,62]
70 78 (3) [0,62]
70 4 (3) [0,62]
70 44 (2) [0,62]
70 147 (3) [0,62]
70 130 (5) [0,62]
70 39 (5) [0,62]
70 35 (5) [0,62]
70 36 (4) [0,62]
70 142 (7) [0,62]
70 126 (4) [0,62]
70 42 (6) [0,62]
70 125 (5) [0,62]
70 159 (12) [0,62]
97 32 (2) [0,62]
97 56 (2) [0,62]
97 15 (2) [0,62]
97 133 (2) [0,62]
97 116 (2) [0,62]
97 95 (3) [0,62]
97 154 (2) [0,62]
97 55 (3) [0,62]
97 82 (2) [0,62]
97 10 (2) [0,62]
97 63 (2) [0,62]
97 21 (2) [0,62]
97 3 (2) [0,62]
97 156 (2) [0,62]
97 30 (2) [0,62]
97 71 (2) [0,62]
97 144 (2) [0,62]
97 129 (3) [0,62]
97 61 (3) [0,62]
97 37 (2) [0,62]
97 6 (4) [0,62]
97 31 (2) [0,62]
97 140 (3) [0,62]
97 78 (2) [0,62]
97 4 (2) [0,62]
97 44 (2) [0,62]
97 130 (2) [0,62]
97 100 (3) [0,62]
97 39 (4) [0,62]
97 124 (2) [0,62]
97 35 (2) [0,62]
97 36 (4) [0,62]
97 142 (3) [0,62]
97 126 (3) [0,62]
97 42 (4) [0,62]
97 125 (4) [0,62]
97 159 (7) [0,62]
131 118 (2) [0,62]
131 151 (3) [0,62]
131 154 (4) [0,62]
131 10 (3) [0,62]
131 58 (2) [0,62]
131 115 (2) [0,62]
131 63 (2) [0,62]
131 21 (3) [0,62]
131 3 (2) [0,62]
131 156 (2) [0,62]
131 71 (2) [0,62]
131 144 (2) [0,62]
131 129 (2) [0,62]
131 61 (4) [0,62]
131 31 (2) [0,62]
131 78 (2) [0,62]
131 4 (5) [0,62]
131 44 (2) [0,62]
131 147 (3) [0,62]
131 130 (5) [0,62]
131 100 (4) [0,62]
131 39 (6) [0,62]
131 36 (3) [0,62]
131 126 (5) [0,62]
131 42 (4) [0,62]
131 125 (7) [0,62]
131 159 (11) [0,62]
14 72 (2) [0,64]
14 41 (3) [0,64]
14 135 (2) [0,64]
14 121 (2) [0,64]
14 33 (3) [0,64]
14 160 (3) [0,64]
14 55 (3) [0,64]
14 150 (2) [0,64]
14 63 (2) [0,64]
14 21 (4) [0,64]
14 144 (2) [0,64]
14 6 (2) [0,64]
14 78 (3) [0,64]
14 44 (2) [0,64]
14 147 (3) [0,64]
14 39 (4) [0,64]
14 124 (2) [0,64]
14 35 (5) [0,64]
14 36 (2) [0,64]
14 142 (5) [0,64]
14 126 (9) [0,64]
14 42 (8) [0,64]
14 125 (5) [0,64]
14 159 (10) [0,64]
77 143 (2) [0,66]
77 15 (2) [0,66]
77 160 (2) [0,66]
77 116 (4) [0,66]
77 11 (2) [0,66]
77 5 (2) [0,66]
77 10 (2) [0,66]
77 150 (2) [0,66]
77 88 (2) [0,66]
